url,product_id,ref,main_title,description,full_path,color,current_price,previous_price,available_sizes,all_sizes,images,outlet_color,excluweb_color,material,brand,discounted,Category,Color,Material
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/wide-leg/gilly-pleated-cotton-corduroy-wide-leg-pants/1647597341004768'],1647597341004768,1647597341004768,gilly pleated cotton-corduroy wide-leg pants,max mara's 'gilly' pants are defined by their conversation-starting wide legs. they're cut from soft cotton-corduroy and have smart pleats down the front. slip on a pair of mules to lift the flares up a notch.,[['Max Mara']],camel,477.0,795.0,"['6', '10', '16']","['4', '6', '12', '14', '16', '2', '10', '8']","['https://www.net-a-porter.com/variants/images/1647597341004768/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004768/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004768/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004768/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004768/cu/w600_q80.jpg']",False,False,"Camel cottoncorduroy  Concealed hooks, buttons and zip fastening at front  100% cotton  Dry clean",max mara,True,Pants,camel,Cotton Corduroy
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/blouses/narvel-plisse-silk-blouse/1647597330182765'],1647597330182765,1647597330182765,narvel plissé-silk blouse,max mara's 'narvel' blouse is cut from plissé-silk and gathered in a way that shows off how beautifully lightweight and floaty it is. wear yours with the matching skirt for undeniable levels of sophistication.,[['Max Mara']],ivory,597.0,995.0,['8'],"['10', '12', '8', '4', '6', '18', '16', '14']","['https://www.net-a-porter.com/variants/images/1647597330182765/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330182765/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330182765/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330182765/cu/w600_q80.jpg']",False,False,Ivory plissésilk  Button fastenings through back  100% silk; buttons: 100% horn (Cow)  Dry clean,max mara,True,Blouse,ivory,Silk
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/bikini-tops/allegra-striped-stretch-bikini-top/1647597303515427'],1647597303515427,1647597303515427,allegra striped stretch bikini top,"max mara's 'allegra' bikini top is printed with black and white chevron stripes to match the coordinating 'selene' briefs. made from stretch fabric, there's an adjustable halter neckline and underwired cups for support. style yours with equally bold sunglasses.",[['Max Mara']],white,98.0,195.0,['x small'],"['medium', 'xx large', 'x large', 'large', 'small', 'x small']","['https://www.net-a-porter.com/variants/images/1647597303515427/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597303515427/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597303515427/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597303515427/cu/w600_q80.jpg']",False,False,"Black and white stretchpolyamide  Ties at neck and back  85% polyamide, 15% elastane  Hand wash  Lotion, sunscreen, oil and chlorine can cause discoloration of this item; this is not a manufacturing defect. Please follow care instructions to keep your swimwear in the best condition<br><br>Small to size. See Size & Fit notes.",max mara,True,Bikini Top,white,Stretch Polyamide
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/tapered/celtico-wool-and-mohair-blend-twill-tapered-pants/1647597330182787'],1647597330182787,1647597330182787,celtico wool and mohair-blend twill tapered pants,"max mara's 'celtico' pants are a sophisticated choice. tailored in italy from wool and mohair-blend twill, they have a mid-rise waist and slim legs that softly taper. style yours as part of a monochrome outfit.",[['Max Mara']],black,433.0,865.0,"['6', '10', '12', '16', '18']","['18', '4', '6', '12', '14', '16', '2', '10', '8']","['https://www.net-a-porter.com/variants/images/1647597330182787/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330182787/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330182787/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330182787/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330182787/cu/w600_q80.jpg']",False,False,"Black wool and mohairblend twill  Concealed button, hook and zip fastening at front  85% wool, 15% mohair  Dry clean",max mara,True,Pants,black,Wool and Mohair Blend Twill
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/vests-and-gilets/zuai-wool-vest/1647597337802954'],1647597337802954,1647597337802954,zuai wool vest,"max mara designs each season as an extension of the last, meaning you can seamlessly mix-and-match this 'zuai' vest with existing pieces in your wardrobe. it's been tailored in italy from red wool and has shaping seams on the bodice that emphasize the slightly loose fit. complete the set with the matching blazer and pants.",[['Max Mara']],red,477.0,795.0,['14'],"['10', '12', '8', '6', '14']","['https://www.net-a-porter.com/variants/images/1647597337802954/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802954/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802954/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802954/cu/w600_q80.jpg']",False,False,"Red wool  Button fastenings through front  100% wool; lining: 65% acetate, 35% polyester  Dry clean",max mara,True,Vest,red,Wool
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/midi-dresses/frais-ribbed-metallic-wool-blend-midi-dress/1647597341004739'],1647597341004739,1647597341004739,frais ribbed metallic wool-blend midi dress,"max mara's 'frais' dress is knitted with metallic gold threads that create a subtle wash of sparkle. it's spun from wool-blend and has a polo-inspired collar and ribbed finish to accentuate the close, figure-hugging fit.",[['Max Mara']],black,597.0,995.0,"['x small', 'small', 'medium', 'large']","['medium', 'x large', 'large', 'small', 'x small']","['https://www.net-a-porter.com/variants/images/1647597341004739/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004739/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004739/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004739/cu/w600_q80.jpg']",False,False,"Black and gold woolblend  Button fastenings along front  86% wool, 10% polyamide, 4% metallic fibers  Hand wash or dry clean",max mara,True,Dress,black,Wool Blend
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/wide-leg/leisure-bonn-pleated-stretch-jersey-wide-leg-pants/1647597337813675'],1647597337813675,1647597337813675,leisure bonn pleated stretch-jersey wide-leg pants,"max mara's 'bonn' pants are part of the 'leisure' collection, so they're guaranteed more comfortable than your average tailored pair. cut from soft, lightweight stretch-jersey, they have sharp pleats at the waist and fall to wide legs. pair them with a simple t-shirt or blouse.",[['Max Mara']],beige,177.0,295.0,['small'],"['medium', 'small', 'large', 'x small', 'x large']","['https://www.net-a-porter.com/variants/images/1647597337813675/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337813675/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337813675/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337813675/cu/w600_q80.jpg']",False,False,"Sand stretchjersey  Concealed hook, button and zip fastening at front   87% polyamide, 13% elastane   Hand wash or dry clean   Designer color: Turtle Dove",max mara,True,Pants,beige,Stretch Jersey
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/v-neck/leisure-calcio-ribbed-cotton-blend-sweater/1647597330163023'],1647597330163023,1647597330163023,leisure calcio ribbed cotton-blend sweater,a few choice styles from max mara's 'leisure' line will make your closet much easier to coordinate. this 'calcio' sweater is knitted from cotton-blend that's ribbed for a slim fit. the open v-neckline elegantly frames your jewelry.,[['Max Mara']],blue,163.0,325.0,['x small'],"['medium', 'small', 'large', 'x small', 'x large']","['https://www.net-a-porter.com/variants/images/1647597330163023/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163023/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163023/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163023/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163023/cu/w600_q80.jpg']",False,False,"Azure cottonblend   Slips on   92% cotton, 8% polyester   Hand wash or dry clean   Designer color: Avio",max mara,True,Sweater,blue,Cotton Blend
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/maxi/nicia-pleated-georgette-trimmed-linen-and-cotton-blend-twill-maxi-skirt/1647597303557723'],1647597303557723,1647597303557723,nicia pleated georgette-trimmed linen and cotton-blend twill maxi skirt,"max mara's 'nicia' maxi skirt has generous pleats that give way to georgette panels as you walk. made from linen and cotton-blend twill, it's designed to sit on your waist and looks especially chic with a tonal top, as seen on the runway.",[['Max Mara']],navy,745.0,1490.0,['8'],"['4', '6', '12', '14', '16', '10', '8']","['https://www.net-a-porter.com/variants/images/1647597303557723/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597303557723/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597303557723/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597303557723/rw/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597303557723/cu/w600_q80.jpg']",False,False,"Navy linen and cottonblend twill, midnightblue georgette  Concealed zip fastening along back   67% linen, 33% cotton   Dry clean",max mara,True,Skirt,navy,"Linen and Cotton Blend Twill, Georgette"
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/blouses/katai-tie-neck-ribbed-wool-top/1647597341004705'],1647597341004705,1647597341004705,katai tie-neck ribbed wool top,max mara's 'katai' top has a keyhole at the front held in place by ties. it's made from wool and is ribbed to emphasize the slim fit. the army-green shade looks great with both light and dark colors.,[['Max Mara']],army green,369.0,615.0,"['small', 'medium', 'x large']","['medium', 'large', 'x large', 'small', 'x small']","['https://www.net-a-porter.com/variants/images/1647597341004705/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004705/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004705/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004705/cu/w600_q80.jpg']",False,False,Armygreen wool   Slips on   100% virgin wool   Dry clean,max mara,True,Top,army green,Wool
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/wide-leg/rimini-pleated-wool-crepe-wide-leg-pants/1647597337802838'],1647597337802838,1647597337802838,rimini pleated wool-crepe wide-leg pants,"max mara's 'rimini' pants are part of a three-piece suit, all flawlessly tailored from virgin wool-crepe - the untreated wool typically has great longevity and a beautiful texture. they're cut in a wide-leg silhouette, enhanced with sharp pleats.",[['Max Mara']],red,486.0,810.0,['18'],"['10', '12', '8', '4', '6', '18', '16', '14']","['https://www.net-a-porter.com/variants/images/1647597337802838/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802838/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802838/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802838/cu/w600_q80.jpg']",False,False,"Red woolcrepe  Concealed button, hook and zip fastening at front  100% wool  Dry clean",max mara,True,Pants,red,Wool Crepe
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/long/bertone-cashmere-coat/1647597330205131'],1647597330205131,1647597330205131,bertone cashmere coat,"max mara's 'bertone coat is an investment that, with the proper care, will last a lifetime. made from weighty, naturally insulating cashmere that's left unlined, it has dramatic peak lapels and drawstrings at the waist to cinch in the loose shape. slip it on over a chunky sweater or tailoring.",[['Max Mara']],beige,3845.0,7690.0,['10'],"['10', '8']","['https://www.net-a-porter.com/variants/images/1647597330205131/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330205131/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330205131/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330205131/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330205131/cu/w600_q80.jpg']",False,False,Beige cashmere  Ties on front  100% cashmere  Designer color: Cacha Chiaro  Dry clean,max mara,True,Coat,beige,Cashmere
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/maxi/ribbed-wool-blend-maxi-skirt/1647597344654265'],1647597344654265,1647597344654265,ribbed wool-blend maxi skirt,"max mara's skirt is both comfortable and chic. made from wool-blend with touches of cashmere, it has a high, elasticated waist and ribbed finish that enhances the figure-hugging fit. wear yours with ballet flats or chunky boots.",[['Max Mara']],beige,498.0,995.0,"['x large', 'x small', 'small', 'medium']","['medium', 'small', 'large', 'x small', 'x large']","['https://www.net-a-porter.com/variants/images/1647597344654265/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597344654265/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597344654265/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597344654265/cu/w600_q80.jpg']",False,False,"Ecru woolblend  Pulls on  65% wool, 28% cashmere, 6% polyamide, 1% elastane  Hand wash",max mara,True,Skirt,beige,Wool Blend
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/turtleneck/cecina-wool-turtleneck-top/1647597354715031'],1647597354715031,1647597354715031,cecina wool turtleneck top,max mara's 'cecina' sweater has been knitted in italy from lightweight wool with a semi-sheer finish. it has a slightly loose fit and relaxed turtleneck. the neutral hue makes it versatile and easy to style.,[['Max Mara']],brown,565.0,565.0,"['medium', 'small', 'large', 'x small', 'x large', 'xx large']","['medium', 'small', 'large', 'x small', 'x large', 'xx large']","['https://www.net-a-porter.com/variants/images/1647597354715031/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354715031/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354715031/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354715031/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354715031/cu/w600_q80.jpg']",False,False,Brown wool  Slips on  100% virgin wool  Hand wash or dry clean,max mara,False,Top,brown,Wool
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/tanks-and-camis/leisure-harald-stretch-jersey-vest/1647597330163037'],1647597330163037,1647597330163037,leisure harald stretch-jersey vest,max mara elevates the everyday tank with its 'harald' style. it's made from soft stretch-jersey and lightly nips in at the waist before gently flaring out at the hem. the burgundy shade will work especially well with neutrals for fall.,[['Max Mara']],red,105.0,175.0,['x small'],"['medium', 'small', 'large', 'x small', 'x large']","['https://www.net-a-porter.com/variants/images/1647597330163037/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163037/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163037/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163037/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163037/cu/w600_q80.jpg']",False,False,"Burgundy stretchjersey  Concealed hook and zip fastening at back  92% viscose, 8% elastane; lining: 92% polyamide, 8% elastane  Hand wash",max mara,True,Vest,red,Stretch Jersey
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/short-and-mini/priamo-pleated-silk-shorts/1647597337802862'],1647597337802862,1647597337802862,priamo pleated silk shorts,max mara's 'priamo' shorts are neatly tailored from ivory silk and have sharp pleats along the front waistband. they make a refined set when worn with the coordinating 'elegia' blazer.,[['Max Mara']],white,387.0,645.0,"['12', '6', '18', '16', '14']","['10', '12', '8', '4', '6', '18', '16', '14']","['https://www.net-a-porter.com/variants/images/1647597337802862/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802862/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802862/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802862/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802862/cu/w600_q80.jpg']",False,False,"Ivory silk  Concealed button, hook and zip fastening at front  100% silk; lining: 95% acetate, 5% elastane  Dry clean  Designer color: Vanilla",max mara,True,Shorts,white,Silk
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/blazers/oversized-double-breasted-buckle-embellished-wool-twill-blazer/1647597344654312'],1647597344654312,1647597344654312,oversized double-breasted buckle-embellished wool-twill blazer,max mara's blazer has an adjustable buckle so you can easily cinch the oversized shape. it's made from wool-twill in a double-breasted profile and has peak lapels and generous flap front pockets.,[['Max Mara']],dark gray,980.0,1960.0,"['10', '12', '14']","['6', '12', '14', '10', '8']","['https://www.net-a-porter.com/variants/images/1647597344654312/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597344654312/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597344654312/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597344654312/rw/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597344654312/cu/w600_q80.jpg']",False,False,"Darkgray wooltwill  Button fastenings through doublebreasted front  100% wool; lining: 65% acetate, 35% polyester  Dry clean",max mara,True,Blazer,dark gray,Wool Twill
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/wide-leg/floral-print-silk-wide-leg-pants/1647597304061135'],1647597304061135,1647597304061135,floral-print silk wide-leg pants,"introduce more prints into your wardrobe with max mara's sweeping pants. cut from fluid silk, they're decorated with peachy blooms and have wide legs that fall to floor-sweeping cuffs. complete yours with the matching top.",[['Max Mara']],peach,448.0,895.0,['8'],"['10', '12', '8', '4', '6', '16', '14']","['https://www.net-a-porter.com/variants/images/1647597304061135/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597304061135/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597304061135/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597304061135/cu/w600_q80.jpg']",False,False,Tonalpeach and white silk  Pull on  100% silk  Dry clean,max mara,True,Pants,peach,Silk
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/midi/stretch-twill-midi-skirt/1647597354715408'],1647597354715408,1647597354715408,stretch-twill midi skirt,there's always room in your closet for a black pencil skirt. max mara's midi version is made from stretch-twill and has a generous back vent for ease of movement. wear it with everything from billowy blouses to half-tucked sweaters.,[['Max Mara']],black,645.0,645.0,"['small', 'large', 'x large']","['medium', 'x large', 'large', 'small', 'x small']","['https://www.net-a-porter.com/variants/images/1647597354715408/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354715408/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354715408/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354715408/cu/w600_q80.jpg']",False,False,"Black stretchtwill  Concealed zip fastening at back  80% polyamide, 20% elastane  Hand wash or dry clean",max mara,False,Skirt,black,Stretch Twill
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/vests-and-gilets/the-cube-hooded-quilted-shell-down-vest/1647597330148862'],1647597330148862,1647597330148862,the cube hooded quilted shell down vest,"max mara's vest is part of 'the cube' collection, which is designed with a focus on innovative fabrics and practical details. made from quilted shell, it's filled with insulating down for lightweight warmth and fitted with a cozy hood. tuck your hands into the pockets when you venture outside.",[['Max Mara']],brown,530.0,1060.0,"['16', '14', '8']","['10', '2', '12', '8', '4', '6', '18', '16', '14']","['https://www.net-a-porter.com/variants/images/1647597330148862/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330148862/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330148862/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330148862/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330148862/cu/w600_q80.jpg']",False,False,"Brown shell   Snap fastenings through front  100% polyamide; filling: 90% down, 10% feathers (Goose); lining: 100% polyester  Machine wash",max mara,True,Vest,brown,Shell
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/tapered/pegno-cady-slim-leg-pants/1647597330182782'],1647597330182782,1647597330182782,pegno cady slim-leg pants,"max mara's 'pegno' pants are tailored from slightly stretchy beige cady, so they're both comfortable and chic. they have a neat pressed crease along each slim leg. wear yours with a tonal sweater or blazer.",[['Max Mara']],sand,357.0,595.0,"['4', '14', '16', '18']","['4', '18', '6', '12', '14', '16', '10', '8']","['https://www.net-a-porter.com/variants/images/1647597330182782/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330182782/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330182782/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330182782/cu/w600_q80.jpg']",False,False,"Sand cady  Concealed hook and zip fastening at front   84% viscose, 11% polyamide, 5% elastane   Dry clean",max mara,True,Pants,sand,Cady
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/wide-leg/benito-pinstriped-cotton-cashmere-and-silk-blend-wide-leg-pants/1647597330182790'],1647597330182790,1647597330182790,"benito pinstriped cotton, cashmere and silk-blend wide-leg pants","max mara takes a sophisticated, less-is-more approach to design – it's why its pieces are so timeless. cut from pinstriped cotton, cashmere and silk-blend, these 'benito' pants sit high on the waist and fall to wide legs that pool on the floor if you're wearing flats.",[['Max Mara']],navy,488.0,975.0,"['8', '14']","['4', '18', '6', '12', '14', '16', '2', '10', '8']","['https://www.net-a-porter.com/variants/images/1647597330182790/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330182790/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330182790/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330182790/cu/w600_q80.jpg']",False,False,"Midnightblue and white cotton, cashmere and silkblend  Concealed button, hook and zip fastening at front  87% cotton, 8% cashmere, 5% silk  Dry clean  Designer color: Ultramarine",max mara,True,Pants,navy,"Cotton, Cashmere and Silk Blend"
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/blazers/micio-double-breasted-cable-knit-wool-and-cashmere-blend-jacket/1647597337803080'],1647597337803080,1647597337803080,micio double-breasted cable-knit wool and cashmere-blend jacket,max mara's 'micio' jacket combines the comfort of knitwear with the sophistication of a blazer. it's made from soft wool and cashmere-blend for a double-breasted shape and detailed with chunky cable ties. match your pants to the marbled buttons.,[['Max Mara']],white,1374.0,2290.0,"['large', 'x large']","['medium', 'xx large', 'x large', 'large', 'small', 'x small']","['https://www.net-a-porter.com/variants/images/1647597337803080/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337803080/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337803080/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337803080/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337803080/cu/w600_q80.jpg']",False,False,"White wool and cashmereblend  Button fastening at doublebreasted front  70% wool, 30% cashmere  Dry clean  Designer color: Vanilla",max mara,True,Jacket,white,Wool and Cashmere Blend
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/wide-leg/ninfa-wool-twill-wide-leg-pants/1647597354711132'],1647597354711132,1647597354711132,ninfa wool-twill wide-leg pants,"when you've found tailored pants as chic and comfy as max mara's 'ninfa' pair, you'll want them in various colors - check our edit to shop the white shade, too. they're tailored from wool-twill and have a high-rise waist and voluminous wide legs that'll pool so coolly around loafers and mules.",[['Max Mara']],camel,995.0,995.0,"['10', '12', '8', '4', '6', '18', '16', '14']","['10', '2', '12', '8', '4', '6', '18', '16', '14']","['https://www.net-a-porter.com/variants/images/1647597354711132/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354711132/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354711132/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354711132/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354711132/cu/w600_q80.jpg']",False,False,"Lightbrown wooltwill  Concealed button, hook and zip fastening at front  100% wool  Dry clean",max mara,False,Pants,camel,Wool Twill
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/short/orma-double-breasted-wool-and-cashmere-blend-felt-coat/1647597354712942'],1647597354712942,1647597354712942,orma double-breasted wool and cashmere-blend felt coat,"max mara's italian-made 'orma' coat is tailored from double-faced wool and cashmere-blend felt that's stitched together by hand. it has wide notched lapels and natural horn button fastenings. the loose, cocooning shape will layer nicely over chunky knitwear.",[['Max Mara']],ivory,4890.0,4890.0,"['10', '12']","['6', '12', '14', '16', '10', '8']","['https://www.net-a-porter.com/variants/images/1647597354712942/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354712942/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354712942/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354712942/cu/w600_q80.jpg']",False,False,"Ivory wool and cashmereblend felt  Button fastenings through doublebreasted front  70% virgin wool, 30% cashmere; buttons: 100% horn (Cow)  Dry clean",max mara,False,Coat,ivory,Wool and Cashmere Blend Felt
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/blazers/mosa-cotton-and-linen-blend-blazer/1647597304061584'],1647597304061584,1647597304061584,mosa cotton and linen-blend blazer,"max mara's spring '23 collection is partly inspired by photographs of jacques henri lartigue's muse, renée perle. this 'mosa' blazer is made from cotton blended with linen for lightness and has a singular snap at the front so it slips on with ease. use the buckled belt at the back to define the fit.",[['Max Mara']],sand,554.0,1845.0,"['4', '6', '16']","['4', '18', '6', '12', '14', '16', '10', '8']","['https://www.net-a-porter.com/variants/images/1647597304061584/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597304061584/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597304061584/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597304061584/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597304061584/cu/w600_q80.jpg']",False,False,"Sand cotton and linenblend  Snap fastening through front  54% cotton, 46% linen; lining: 52% cupro, 48% cotton  Dry clean",max mara,True,Blazer,sand,Cotton and Linen Blend
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/v-neck/urlo-ribbed-silk-and-cashmere-blend-sweater/1647597337803109'],1647597337803109,1647597337803109,urlo ribbed silk and cashmere-blend sweater,max mara's 'urlo' sweater is ribbed-knitted from a fine silk and cashmere-blend that's lightweight enough to wear during most seasons. the close fit means you can comfortably tuck it into everything from jeans to skirts.,[['Max Mara']],white,398.0,795.0,['large'],"['medium', 'small', 'large', 'x small', 'x large', 'xx large']","['https://www.net-a-porter.com/variants/images/1647597337803109/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337803109/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337803109/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337803109/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337803109/cu/w600_q80.jpg']",False,False,"Ivory silk and cashmereblend  Slips on  55% silk, 45% cashmere  Hand wash",max mara,True,Sweater,white,Silk and Cashmere Blend
