url,product_id,ref,main_title,description,full_path,color,current_price,previous_price,available_sizes,all_sizes,images,outlet_color,excluweb_color,material,brand,discounted
['https://us.maxmara.com/p-1926014106003-bacco-ivory'],1926014106003,1926014106,cotton sweatshirt with wegman print,"slightly oversized sweatshirt made of brushed cotton fabric with a technical feel. the garment is customised, front and back, with the printed image of the artist william wegman that portrays his weimaraner wearing the iconic 101801 in the seasonal colours of the collection. completed by long low-set sleeves.","[['Homepage', 'Clothing', 'Clothing', 'Knitwear', 'Knitwear', 'Cotton sweatshirt with Wegman print']]",ivory,416.0,595.0,['M'],"['XS', 'S', 'L', 'M', '2XL', 'XL']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1926014106/003/s3master/1926014106003-a-bacco_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1926014106/003/s3details/1926014106003-b-bacco_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1926014106/003/s3details/1926014106003-d-bacco_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1926014106/003/s3details/1926014106003-e-bacco_normal.jpg#product']",False,False,"Jersey fabric 1 81% cotton, 14% polyester, 5% elastane; jersey fabric 2 100% cotton; - exclusive of embroideries.",max mara,True
['https://us.maxmara.com/p-1086034206005-olga-ultramarine'],1086034206005,1086034206,short teddy bear icon coat in alpaca and wool,"iconic teddy coat in alpaca and wool on a silk base, available in a new short, above-the-knee length version. the classic style’s oversized fit and details are repeated: large lapel collar, low-set sleeves and vertical welt pockets. double-breasted style, closed with visible buttons.","[['Homepage', 'Coats and Jackets', 'Coats and Jackets', 'Coats', 'Coats', 'Short Teddy Bear Icon Coat in alpaca and wool']]",ultramarine,3490.0,3490.0,"['XS', 'S', 'M', 'L']","['XS', 'L', 'S', 'M']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1086034206/005/s3master/1086034206005-a-olga_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1086034206/005/s3details/1086034206005-b-olga_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1086034206/005/s3details/1086034206005-d-olga_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1086034206/005/s3details/1086034206005-e-olga_normal.jpg#product']",False,False,"Jersey fabric 62% alpaca, 26% virgin wool, 12% silk; lining 100% viscose.",max mara,False
['https://us.maxmara.com/p-1136084106005-tay-black'],1136084106005,1136084106,cady trousers,"trousers with a masculine cut, made of reverse satin cady with a low-sheen appearance. flowing garment with a straight leg, adjustable drawstring at the ankles, slant pockets on the sides and patch pockets on the back. fastening with wide waistband, flap with zip and small hook.","[['Homepage', 'Clothing', 'Clothing', 'Trousers', 'Trousers', 'Cady trousers']]",black,507.0,725.0,"['6', '12', '8', '10', '2', '14']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1136084106/005/s3master/1136084106005-a-tay_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1136084106/005/s3details/1136084106005-b-tay_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1136084106/005/s3details/1136084106005-d-tay_normal.jpg#product']",False,False,"86% triacetate, 14% polyester.",max mara,True
['https://us.maxmara.com/p-5941055106002-amburgo-ivory'],5941055106002,5941055106,satin and jersey t-shirt,"milano-knit technical satin t-shirt with a lyocell jersey back. the straight-fit model boasts a round neckline, short sleeves and keyhole detail at the back.","[['Homepage', 'Clothing', 'Clothing', 'Tops and t-shirts', 'Tops and t-shirts', 'Satin and jersey T-shirt']]",ivory,165.0,165.0,"['XS', 'S', 'L', 'M', '2XL', 'XL']","['XS', 'S', 'L', 'M', '2XL', 'XL']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5941055106/002/s3master/5941055106002-a-amburgo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5941055106/002/s3details/5941055106002-b-amburgo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5941055106/002/s3details/5941055106002-d-amburgo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5941055106/002/s3details/5941055106002-e-amburgo_normal.jpg#product']",False,False,"Fabric 100% polyester; back 76% lyocell, 19% polyamide, 5% elastane.",weekend max mara,False
['https://us.maxmara.com/p-5516014506007-slalom-black'],5516014506007,5516014506,nappa leather clutch-style pasticcino bag,"a new flat and unstructured version of the pasticcino bag with a fold-over flat pouch design, complete with a magnetic snap fastening and fold-away outer pocket. the vintage-style large model is crafted from lightly padded fine shiny nappa leather. the bag is equipped with two removable shoulder straps – a metal chain strap and a matching leather one – which can be clipped together or worn separately for handheld, shoulder or crossbody use. the iconic clutch-style metal kiss lock clasp is customised with an engraved butterfly logo and the weekend max mara logo. measurements: 35 x 5 x 24 cm.","[['Homepage', 'Bags and Shoes', 'Bags and Shoes', 'Bags', 'Bags', 'Nappa leather clutch-style Pasticcino Bag']]",black,297.0,595.0,['ONE SIZE'],['ONE SIZE'],"['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5516014506/007/s3master/5516014506007-a-slalom_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5516014506/007/s3details/5516014506007-b-slalom_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5516014506/007/s3details/5516014506007-c-slalom_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5516014506/007/s3details/5516014506007-d-slalom_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5516014506/007/s3details/5516014506007-e-slalom_normal.jpg#product']",False,False,Handbag in ram; lining in 100%polyester.,weekend max mara,True
['https://us.maxmara.com/p-1911025106003-talamo-ultramarine'],1911025106003,1911025106,milan jersey jacket,"single-breasted jacket with a straight shirt-style line, made of soft wool jersey in a milan stitch knit. style featuring a classic pointed collar, long, dropped-shoulder sleeves and large front patch pockets with flap on the chest. lined, with concealed front closure and visible metallic button at the top.","[['Homepage', 'Coats and Jackets', 'Coats and Jackets', 'Jackets and blazers ', 'Jackets and blazers ', 'Milan jersey jacket']]",ultramarine,1350.0,1350.0,"['4', '6', '12', '0', '16', '8', '2', '10', '14']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1911025106/003/s3master/1911025106003-a-talamo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1911025106/003/s3details/1911025106003-b-talamo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1911025106/003/s3details/1911025106003-d-talamo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1911025106/003/s3details/1911025106003-e-talamo_normal.jpg#product']",False,False,"Jersey fabric 58% wool, 20% polyamide, 19% lyocell, 3% elastane; lining 59% viscose, 38% cotton, 3% elastane.",max mara,False
['https://us.maxmara.com/p-5116044106001-decano-beige'],5116044106001,5116044106,printed cotton and twill shirt,"mannish-style shirt in garment-washed heavy cotton canvas featuring a printed technical twill insert at the back. the model boasts a classic pointed collar, flap-adorned patch breast pockets and drop-shoulder long cuffed sleeves. high-low asymmetrical hem design. front button fastening.","[['Homepage', 'Clothing', 'Clothing', 'Blouses', 'Blouses', 'Printed cotton and twill shirt']]",beige,187.0,375.0,"['4', '6', '12', '0', '8', '2', '10', '14']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5116044106/001/s3master/5116044106001-a-decano_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5116044106/001/s3details/5116044106001-b-decano_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5116044106/001/s3details/5116044106001-d-decano_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5116044106/001/s3details/5116044106001-e-decano_normal.jpg#product']",False,False,"Fabric 100% cotton; bottom part, back 100% polyester.",weekend max mara,True
['https://us.maxmara.com/p-1321065106023-arad-white'],1321065106023,1321065106,embroidered wool and cashmere dress,"short dress in luxurious wool and cashmere yarn, embellished with an all-over contrasting thread embroidery. the style features a round neckline and long sleeves with slightly dropped shoulders. embellished with stretch rib-knit collar, cuffs and hem.","[['Homepage', 'Clothing', 'Clothing', 'Dresses', 'Dresses', 'Embroidered wool and cashmere dress']]",white,1590.0,1590.0,"['XS', 'S', 'L', 'M', 'XL']","['XS', 'S', 'L', 'M', '2XL', 'XL']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1321065106/023/s3master/1321065106023-a-arad_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1321065106/023/s3details/1321065106023-b-arad_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1321065106/023/s3details/1321065106023-d-arad_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1321065106/023/s3details/1321065106023-e-arad_normal.jpg#product']",False,False,"Knitted fabric 70% wool, 30% cashmere; embroidery thread 70% wool, 30% cashmere; - exclusive of decoration.",max mara,False
['https://us.maxmara.com/p-1366264206007-pamir-black'],1366264206007,1366264206,hooded wool sweatshirt,"sweatshirt with drawstring hood, made of exquisite pure wool interlock yarn. an oversized garment customised with the maxmaragram flocked design on the front. finished with long sleeves, dropped shoulders and ribbed edges.","[['Homepage', 'Clothing', 'Clothing', 'Knitwear', 'Knitwear', 'Hooded wool sweatshirt']]",black,535.0,765.0,"['XS', 'S', 'L', 'M', 'XL']","['XS', 'S', 'L', 'M', '2XL', 'XL']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1366264206/007/s3master/1366264206007-a-pamir_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1366264206/007/s3details/1366264206007-b-pamir_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1366264206/007/s3details/1366264206007-d-pamir_normal.jpg#product']",False,False,Knitted fabric 100% virgin wool; - exclusive of decoration.,max mara,True
['https://us.maxmara.com/p-5446034106001-hiltex-dark-bown'],5446034106001,5446034106,nappa leather bomber jacket,"bomber jacket in soft leather with a distinctive worn-in-look finish. the lined model boasts a rib-knit collar, hem and cuffs. zipped welt pockets and a metal two-way zip fastening at the front.","[['Homepage', 'Coats and Jackets', 'Coats and Jackets', 'Leather Coats', 'Leather Coats', 'Nappa leather bomber jacket']]",bown,696.0,995.0,[],"['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5446034106/001/s3master/5446034106001-a-hiltex_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5446034106/001/s3details/5446034106001-b-hiltex_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5446034106/001/s3details/5446034106001-d-hiltex_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5446034106/001/s3details/5446034106001-e-hiltex_normal.jpg#product']",False,False,"Style in lamb leather; lining in 100% polyester; with knitted details 97% polyester, 3% elastane.",weekend max mara,True
['https://us.maxmara.com/p-9016084306001-kartal-beige'],9016084306001,9016084306,houndstooth wool coat,"single-breasted midi coat, made of hand-sewn, luxurious wool double cloth, with classic houndstooth pattern. the style features a shirt collar, long raglan sleeves with adjustable cuff straps, and welt pockets on the sides. finished with centre-back slit and matching belt with buckle to accentuate the waist. front fastening with visible buttons.","[['Homepage', 'Coats and Jackets', 'Coats and Jackets', 'Coats', 'Coats', 'Houndstooth wool coat']]",beige,1323.0,1890.0,"['4', '6']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/9016084306/001/s3master/9016084306001-a-kartal_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/9016084306/001/s3details/9016084306001-b-kartal_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/9016084306/001/s3details/9016084306001-d-kartal_normal.jpg#product']",False,False,"Fabric 90% virgin wool, 10% polyamide; - except joining thread.",'s max mara,True
['https://us.maxmara.com/p-5541055406005-teulada-black'],5541055406005,5541055406,modal maxi scarf,maxi pocket square in soft pure modal yarn. embellished with fringed trims and weekend max mara lettering detail along all the matching-coloured trims. size: 120 x 120 cm.,"[['Homepage', 'Accessories', 'Accessories', 'Scarves and foulards', 'Scarves and foulards', 'Modal maxi scarf']]",black,210.0,210.0,['ONE SIZE'],['ONE SIZE'],"['https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5541055406/005/s3master/5541055406005-a-teulada_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5541055406/005/s3details/5541055406005-d-teulada_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5541055406/005/s3details/5541055406005-e-teulada_normal.jpg#product']",False,False,100% modal.,weekend max mara,False
['https://us.maxmara.com/p-1346044206003-calotta-camel'],1346044206003,1346044206,cable-knit cashmere and wool cardigan,"classic v-neck cardigan crafted from premium wool and cashmere blend. garment featuring a slightly oversized silhouette, distinguished by intricate braided detailing, long dropped sleeves, and front patch pockets. finished with ribbed edges. front fastening with horn buttons.","[['Homepage', 'Clothing', 'Clothing', 'Knitwear', 'Knitwear', 'Cable-knit cashmere and wool cardigan']]",camel,882.0,1260.0,"['XS', 'S', 'L', 'M', 'XL']","['XS', 'S', 'L', 'M', '2XL', 'XL']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1346044206/003/s3master/1346044206003-a-calotta_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1346044206/003/s3details/1346044206003-b-calotta_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1346044206/003/s3details/1346044206003-d-calotta_normal.jpg#product']",False,False,"70% wool, 30% cashmere.",max mara,True
['https://us.maxmara.com/p-5111115106001-ribaldo-white'],5111115106001,5111115106,cotton poplin shirt,"relaxed-fit shirt in pure cotton poplin fabric featuring a slightly flared cut. the model boasts a mandarin collar, buttoned cuffs and loose-fitting long gathered sleeves, complete with dainty openwork embroidery. embellished with a darted yoke and slightly gathered detail on the front and back. button fastening.","[['Homepage', 'Clothing', 'Clothing', 'Blouses', 'Blouses', 'Cotton poplin shirt']]",white,425.0,425.0,"['4', '6', '12', '0', '16', '8', '2', '10', '14']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5111115106/001/s3master/5111115106001-a-ribaldo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5111115106/001/s3details/5111115106001-b-ribaldo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5111115106/001/s3details/5111115106001-d-ribaldo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5111115106/001/s3details/5111115106001-e-ribaldo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5111115106/001/s3details/5111115106001-f-ribaldo_normal.jpg#product']",False,False,Fabric 100% cotton; embroidery thread 100% polyester.,weekend max mara,False
['https://us.maxmara.com/p-5756054406001-vasaio-green'],5756054406001,5756054406,stone-embellished double-strand necklace,thin metal double-strand chain necklace embellished with chatons and coloured resin elements. length-adjusting small lobster clasp at the back.,"[['Homepage', 'Accessories', 'Accessories', 'Jewelry', 'Jewelry', 'Stone-embellished double-strand necklace']]",green,87.0,175.0,['ONE SIZE'],['ONE SIZE'],"['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5756054406/001/s3master/5756054406001-a-vasaio_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5756054406/001/s3details/5756054406001-d-vasaio_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5756054406/001/s3details/5756054406001-e-vasaio_normal.jpg#product']",False,False,"Style in metal; with details in polyester resin, glass. Distributed by Max Mara S.r.l., registered office in Reggio Emilia (Italy), Via Giulia Maramotti 4, 42124 (IT)",weekend max mara,True
['https://us.maxmara.com/p-5366234206007-paride-brown'],5366234206007,5366234206,jacquard alpaca and wool sweater,crew-neck sweater in a fine blend of alpaca and wool fabric featuring an all-over jacquard-knit pattern. the relaxed-fit model boasts a regular cut. rib-knit trims.,"[['Homepage', 'Clothing', 'Clothing', 'Knitwear', 'Knitwear', 'Jacquard alpaca and wool sweater']]",brown,187.0,375.0,[],"['XS', 'S', 'L', 'M', '2XL', 'XL']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5366234206/007/s3master/5366234206007-a-paride_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5366234206/007/s3details/5366234206007-b-paride_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5366234206/007/s3details/5366234206007-d-paride_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5366234206/007/s3details/5366234206007-e-paride_normal.jpg#product']",False,False,"45% acrylic, 40% alpaca, 15% wool.",weekend max mara,True
['https://us.maxmara.com/p-1971015806001-nerina-optical-white'],1971015806001,1971015806,cotton t-shirt,"crew-neck, short-sleeved t-shirt, made of soft pure-cotton interlock. basic style customised with tonal max mara logo embroidered on the bottom-left side when worn.","[['Homepage', 'Clothing', 'Clothing', 'Cotton T-shirt']]",white,375.0,375.0,"['XS', 'S', 'L', 'M', 'XL']","['XS', 'S', 'L', 'M', 'XL']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1971015806/001/s3master/1971015806001-a-nerina_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1971015806/001/s3details/1971015806001-b-nerina_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1971015806/001/s3details/1971015806001-d-nerina_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1971015806/001/s3details/1971015806001-e-nerina_normal.jpg#product']",False,False,Jersey fabric 100% cotton; - exclusive of embroideries.,max mara,False
['https://us.maxmara.com/p-9016194306026-roseto-camel'],9016194306026,9016194306,midi alpaca and wool coat,"midi double-breasted coat made of luxurious, soft alpaca and wool teddy. the style features a lapel collar, inset side pockets, and sleeves set-in on the front and kimono-cut on the back. the lined style closes with visible buttoning.","[['Homepage', 'Coats and Jackets', 'Coats and Jackets', 'Coats', 'Coats', 'Midi alpaca and wool coat']]",camel,1323.0,1890.0,"['4', '6', '12', '8', '10', '2', '14']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/9016194306/026/s3master/9016194306026-a-roseto_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/9016194306/026/s3details/9016194306026-b-roseto_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/9016194306/026/s3details/9016194306026-d-roseto_normal.jpg#product']",False,False,"Fabric 62% alpaca, 38% virgin wool; lining 69% acetate, 31% cupro.",'s max mara,True
['https://us.maxmara.com/p-2146014206001-gap-dark-grey'],2146014206001,2146014206,stretch wool shorts,"natural stretch pure woollen cloth shorts featuring a mannish-style design: a continuous inner waistband, fly-covered fastening and pressed pleat detail on the front and back of the leg for a tailored look. slanted front pockets and double-welt rear pockets.","[['Homepage', 'Clothing', 'Clothing', 'Trousers', 'Trousers', 'Stretch wool shorts']]",grey,325.0,465.0,"['10', '12', '14']","['4', '6', '12', '0', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/2146014206/001/s3master/2146014206001-a-gap_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/2146014206/001/s3details/2146014206001-b-gap_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/2146014206/001/s3details/2146014206001-d-gap_normal.jpg#product']",False,False,Fabric 100% virgin wool; lining 100% cotton.,sportmax,True
['https://us.maxmara.com/p-2226154106005-lugano-mauve'],2226154106005,2226154106,kimono-sleeve shirt dress,shirt dress in double-faced stretch silk georgette fabric featuring kimono sleeves. the loose-fitting cut at the shoulders tapers towards the double cuffs and waist; the latter of which is cinched by means of front and back darts for a slimmer fit. full-length covered button fastening on the front. semi-lined garment.,"[['Homepage', 'Clothing', 'Clothing', 'Dresses', 'Dresses', 'Kimono-sleeve shirt dress']]",mauve,945.0,1350.0,"['4', '2', '8']","['4', '6', '12', '0', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/2226154106/005/s3master/2226154106005-a-lugano_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/2226154106/005/s3details/2226154106005-b-lugano_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/2226154106/005/s3details/2226154106005-d-lugano_normal.jpg#product']",False,False,"Fabric 91% silk, 9% elastane; lining 100% polyester.",sportmax,True
['https://us.maxmara.com/p-1786094206041-turku-ochre'],1786094206041,1786094206,long compact jersey trousers,"tailored soft compact viscose jersey trousers. this design features a wide-leg silhouette with a trouser crease and slanted side pockets. fastening with a wide waistband tab, zip fly and small hook.","[['Homepage', 'Clothing', 'Clothing', 'Trousers', 'Trousers', 'Long compact jersey trousers']]",ochre,535.0,765.0,"['4', '6', '12', '0', '8', '2', '10', '14']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1786094206/041/s3master/1786094206041-a-turku_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1786094206/041/s3details/1786094206041-b-turku_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1786094206/041/s3details/1786094206041-d-turku_normal.jpg#product']",False,False,"84% viscose, 11% polyamide, 5% elastane.",max mara,True
['https://us.maxmara.com/p-1366274206001-dinda-white'],1366274206001,1366274206,lightweight cashmere top,feather-effect sleeveless top crafted from ultra-light pure cashmere yarn. a feminine silhouette dress with slender straps and a wide round neckline on both the front and back.,"[['Homepage', 'Clothing', 'Clothing', 'Knitwear', 'Knitwear', 'Lightweight cashmere top']]",white,430.0,615.0,"['XS', 'S', 'M', 'L']","['XS', 'S', '2XS', 'L', 'M', '2XL', 'XL']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1366274206/001/s3master/1366274206001-a-dinda_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1366274206/001/s3details/1366274206001-b-dinda_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1366274206/001/s3details/1366274206001-d-dinda_normal.jpg#product']",False,False,100% cashmere.,max mara,True
['https://us.maxmara.com/p-1626014206003-virtus-black'],1626014206003,1626014206,women’s jersey dress,"a feminine dress crafted from soft wool and viscose jersey, featuring a tailored silhouette. this garment features a v-neck top crossed at the waist, a wrap-around skirt with a slight central slit in the front and long sleeves with shirt cuffs and buttons. hook and zip fastening on the back.","[['Homepage', 'Clothing', 'Clothing', 'Dresses', 'Dresses', 'Women’s jersey dress']]",black,805.0,1150.0,"['4', '6', '12', '0', '16', '8', '2', '10', '14']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1626014206/003/s3master/1626014206003-a-virtus_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1626014206/003/s3details/1626014206003-b-virtus_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1626014206/003/s3details/1626014206003-d-virtus_normal.jpg#product']",False,False,"Jersey fabric 71% viscose, 15% polyamide, 14% wool; lining 62% acetate, 38% polyester.",max mara,True
['https://us.maxmara.com/p-9366064306014-usuale-ultramarine'],9366064306014,9366064306,wool and cashmere jumper with intarsia,short-sleeved crew-neck jumper made of luxurious wool and cashmere yarn. straight-cut style embellished with an intarsia motif in contrasting shades on the front and edges.,"[['Homepage', 'Clothing', 'Clothing', 'Knitwear', 'Knitwear', 'Wool and cashmere jumper with intarsia']]",ultramarine,486.0,695.0,"['XS', 'S', 'L', 'M', 'XL']","['XS', 'S', 'L', 'M', 'XL']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/9366064306/014/s3master/9366064306014-a-usuale_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/9366064306/014/s3details/9366064306014-b-usuale_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/9366064306/014/s3details/9366064306014-d-usuale_normal.jpg#product']",False,False,"80% wool, 20% cashmere.",'s max mara,True
['https://us.maxmara.com/p-5366104206007-visita-lilac'],5366104206007,5366104206,alpaca and cotton v-neck sweater,"v-neck sweater in a fine blend of alpaca and wool fabric. the relaxed-fit model boasts a midi length, stockinette-stitched pattern, long sleeves, dropped shoulders and rib-knit trims.","[['Homepage', 'Clothing', 'Clothing', 'Knitwear', 'Knitwear', 'Alpaca and cotton V-neck sweater']]",lilac,197.0,395.0,[],"['XS', 'S', 'L', 'M', '2XL', 'XL']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5366104206/007/s3master/5366104206007-a-visita_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5366104206/007/s3details/5366104206007-b-visita_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5366104206/007/s3details/5366104206007-d-visita_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5366104206/007/s3details/5366104206007-e-visita_normal.jpg#product']",False,False,"Knitted fabric 45% alpaca, 23% polyamide, 15% cotton, 15% modal, 2% elastane; hems 43% alpaca, 27% polyamide, 14% cotton, 14% modal, 2% elastane.",weekend max mara,True
['https://us.maxmara.com/p-9971015106003-quieto-camel'],9971015106003,9971015106,regular-fit jersey t-shirt,crew-neck t-shirt in soft cotton jersey fabric. the regular-fit short-sleeved model is customised with signature collection prints on the front and back.,"[['Homepage', 'Clothing', 'Clothing', 'Tops and t-shirts', 'Tops and t-shirts', 'Regular-fit jersey T-shirt']]",camel,295.0,295.0,"['XS', 'S', 'L', 'M', 'XL']","['XS', 'S', 'L', 'M', 'XL']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/9971015106/003/s3master/9971015106003-a-quieto_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/9971015106/003/s3details/9971015106003-b-quieto_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/9971015106/003/s3details/9971015106003-d-quieto_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/9971015106/003/s3details/9971015106003-e-quieto_normal.jpg#product']",False,False,100% cotton.,'s max mara,False
